building_id,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,hour,day,month,weekday,meter_reading
486,3,Education,86375,1903,3,12.8,2,11.1,-1,1023.1,350,2.1,13,11,5,2,255.54
1202,13,Office,16805,1970,3,-0.6,2,-2.2,-1,1017.5,140,3.6,4,7,1,3,188.638
745,6,Education,13512,1970,3,6.7,2,5,0,1017.6,50,4.6,21,23,2,1,15.6167
59,0,Entertainment/public assembly,81337,2005,3,26.1,2,20.6,-1,1014.5,90,4.1,1,30,4,5,0
1128,13,Office,58703,1970,3,17.8,4,-1.7,0,1015,270,5.1,0,16,5,0,64.233
296,3,Public services,22000,1970,3,13.3,2,12.2,0,1016.4,190,5.1,1,4,2,3,34.67
172,2,Office,121440,1983,3,20,0,0,0,1013.6,0,0,6,14,2,6,117.92
504,3,Warehouse/storage,112536,1970,3,9.4,4,0.6,0,1005.3,290,5.7,22,16,2,1,157.14
1001,10,Other,4482,1970,1,7.2,0,-4.4,0,1023.2,40,2.6,14,17,4,6,6
148,1,Office,174601,1960,12,5.3,2,2.5,0,988.2,180,3.6,7,9,2,1,180.2
804,8,Office,175618,1970,1,17.8,2,11.1,0,1025.5,110,3.1,4,8,3,1,435.458
856,8,Entertainment/public assembly,2956,1970,1,6.1,4,2.2,0,1022.9,360,2.6,13,12,1,1,1.5833
1166,13,Office,63771,1970,3,-3.3,2,-6.1,0,1022.7,260,4.1,7,6,2,5,51.531
1186,13,Lodging/residential,157070,1970,3,-4.4,2,-7.2,-1,1019.9,300,5.1,16,26,1,1,205.803
951,9,Office,103924,1970,3,28.3,2,11.1,0,1016.8,180,2.1,22,22,4,4,132
18,0,Education,111891,1996,3,13.3,4,9.4,0,1028.1,360,4.6,6,19,2,4,0
777,6,Lodging/residential,105791,1970,3,20,2,12.8,0,1012.1,20,2.1,17,23,4,5,207.467
1280,14,Lodging/residential,79900,1970,3,-5.6,0,-15.6,0,1009.2,290,7.2,11,18,1,0,217.46
1259,14,Education,71088,1970,3,0,0,-5,0,1030.2,0,0,15,6,2,5,174
1139,13,Office,336650,1970,3,11.1,2,8.3,0,1004.6,10,5.1,23,25,4,0,844.07
978,9,Education,258491,1970,3,28.9,4,21.1,0,1016.8,180,2.1,22,13,5,4,187
653,4,Education,420885,1930,8,22.2,2,6.7,0,1015.3,340,2.1,3,18,4,0,665.121
594,4,Education,177281,1964,7,12.8,4,8.3,0,1030.6,170,3.6,18,6,2,5,355.704
1333,15,Office,31316,1913,3,8.3,0,-2.2,0,1021.3,180,3.1,15,24,4,6,15.625
1160,13,Office,80205,1970,3,-0.6,2,-1.1,0,1007,0,0,9,16,2,1,61.539
554,3,Entertainment/public assembly,26187,1970,3,16.1,2,8.3,0,992.3,220,9.8,5,25,2,3,87.24
331,3,Education,288800,1923,3,-0.6,6,-8.9,0,1025.7,60,4.1,12,3,3,3,1080.99
811,8,Public services,4848,1970,1,21.1,2,18.9,0,1003.5,150,7.2,21,4,5,2,0
1047,12,Public services,252952,1970,3,10.8,4,4.8,0,1003.9,240,16,10,1,2,0,140.823
956,9,Office,86167,1970,3,22.8,0,2.2,0,1022.9,170,2.1,23,10,2,2,39
1213,13,Warehouse/storage,39464,1970,3,2.2,2,0,0,1014,260,5.1,4,5,3,5,22.031
1329,15,Technology/science,60100,1912,3,-14,2,-17,0,1016.4,360,6.2,23,4,1,0,169.55
1058,12,Education,84346,1970,3,1.1,6,1.1,0,1023.9,360,1,4,17,1,6,57.37
534,3,Entertainment/public assembly,898,1970,3,1.7,2,-12.2,0,1019.6,250,5.7,16,11,1,0,2.12
18,0,Education,111891,1996,3,18.9,4,17.2,0,1016.2,90,2.1,10,25,4,0,0
871,8,Entertainment/public assembly,1536,1970,1,17.8,2,12.2,0,1021.2,130,3.1,2,1,3,1,16.6667
1417,15,Lodging/residential,40451,1975,3,11.7,2,3.3,0,1017,0,0,20,29,4,4,66
366,3,Public services,9941,1963,3,8.9,2,1.1,0,1020.5,0,0,8,16,5,0,16.3
313,3,Education,103800,1970,3,11.7,2,6.7,0,1027.3,140,4.1,5,27,3,6,22.77
526,3,Public services,7636,1970,3,9.4,8,-0.6,0,1024.2,190,8.2,6,11,4,0,27.08
5,0,Education,8000,2000,3,26.1,2,2.8,0,1014.4,250,4.6,22,3,3,3,0
1220,13,Public services,381221,1970,3,-2.8,2,-13.3,0,1019.3,150,3.1,3,3,3,3,178.8
1055,12,Education,86714,1970,4,10.9,6,6.8,0,1017.2,50,5,19,13,5,4,88.145
1316,14,Entertainment/public assembly,49975,1970,3,-3.3,4,-10.6,0,1014.3,0,0,14,12,1,1,45.0313
551,3,Office,30525,1970,3,1.7,2,-6.7,0,1013.5,330,4.1,11,26,2,4,194.66
453,3,Public services,24875,1984,3,11.7,0,-1.7,0,1017.2,10,5.1,7,24,4,6,18.06
600,4,Education,44182,1917,5,15,2,13.3,-1,1014.1,130,6.2,1,23,1,5,66.75
689,5,Office,11442,1976,1,6,2,1,0,1016.4,350,5.1,22,9,3,2,8.34
1063,12,Education,58157,1970,3,7.8,7,5.1,0,1025.4,190,2,8,11,3,4,49.74
88,0,Entertainment/public assembly,76527,2007,3,23.9,2,18.9,0,1016.1,120,4.1,2,1,5,6,0
26,0,Office,26953,2005,3,27.2,2,13.9,0,1020.9,170,3.1,17,9,5,0,0
875,9,Lodging/residential,177708,1970,3,11.7,0,-7.8,0,1030.9,340,4.6,16,8,2,0,187
931,9,Education,216050,1970,3,9.4,0,3.9,0,1012.8,0,0,11,30,1,5,236
1239,14,Office,31300,1970,3,-1.1,2,-8.9,0,1018.2,280,1.5,3,21,1,3,54
1394,15,Entertainment/public assembly,16351,2002,3,12.1,2,3.3,0,1016.4,180,3.6,10,3,1,6,11.6
317,3,Office,16098,1970,3,3.9,8,-6.1,0,1022.6,320,4.1,9,5,3,5,37.75
645,4,Education,304333,2006,12,12.2,0,1.7,0,1012.9,340,4.1,6,29,3,1,1338.55
479,3,Public services,43955,1978,3,26.1,4,2.8,0,1019.2,300,2.6,21,8,3,1,81.02
150,1,Office,65657,1955,8,0.9,0,-0.6,0,1035.3,320,1,0,16,2,1,367.6
316,3,Public services,78550,1970,3,3.9,2,3.3,2,1016.4,290,5.7,14,9,4,5,16.91
161,2,Education,11329,1970,3,27.2,2,1.7,0,1008.6,190,4.6,8,23,4,5,14.47
1243,14,Healthcare,237704,1970,3,5,0,-3.3,0,1027.3,160,3.1,1,3,2,2,152.209
362,3,Public services,21368,1970,3,3.9,2,-3.9,0,1015.3,360,6.7,1,4,1,0,6.64
1161,13,Office,53077,1970,3,13.3,2,2.8,0,1013.6,150,4.6,3,13,3,6,10.807
351,3,Education,58908,1910,3,4.4,2,1.1,0,1025.9,190,4.6,13,7,3,0,87.68
1295,14,Office,115676,1970,3,3.3,2,2.2,3,1017.9,70,7.7,7,24,2,2,140.93
1058,12,Education,84346,1970,3,11.1,5,8,0,1006.4,270,6,8,22,5,6,72.8575
167,2,Lodging/residential,86323,1956,3,8.9,0,0.6,0,1013.3,110,3.1,13,30,1,5,103.77
1236,14,Office,61756,1970,3,-0.6,2,-12.2,0,1031,350,5.1,17,18,2,3,102
1265,14,Food sales and service,35605,1970,3,30,0,16.7,0,1018.4,210,4.1,18,29,5,6,192.481
963,9,Lodging/residential,44784,1970,3,12.2,0,-0.6,0,1028.2,180,1.5,18,4,1,0,20
900,9,Education,111623,1970,3,26.1,2,17.2,0,1013.4,350,3.1,20,21,4,3,218
924,9,Entertainment/public assembly,252268,1970,3,3.9,0,-3.9,0,1029.5,340,3.6,16,10,1,6,168
441,3,Public services,3267,1970,3,11.7,2,6.7,0,1027.3,140,4.1,5,27,3,6,21.59
116,1,Education,37265,1970,5,5.5,2,3.1,0,983.3,180,4.1,5,10,1,6,136.5
665,5,Entertainment/public assembly,8773,1966,1,8,2,3,0,1016.4,170,2.6,14,22,3,1,8.95
1248,14,Office,78002,1970,3,25,0,11.1,0,1011.7,270,4.6,19,24,5,1,97
658,5,Entertainment/public assembly,31075,1976,2,6,2,3,0,1016.4,100,6.2,12,26,2,4,21.5
1407,15,Lodging/residential,83141,2006,3,3.9,2,2.2,5,999.2,330,2.1,16,2,4,5,77.825
832,8,Public services,26507,1970,1,21.1,2,15.6,0,1016.4,90,2.6,2,26,4,1,62.5417
1149,13,Office,293990,1970,3,17.2,2,8.3,0,1003.2,120,5.7,21,7,3,0,436.022
384,3,Office,13728,1970,3,-1.1,0,-5.6,0,1030.4,210,2.1,9,6,2,5,18
1066,12,Education,55800,1970,3,12.7,8,9.2,0,1006.9,190,6,16,20,5,4,39.4825
187,2,Education,44203,1950,3,26.1,0,-4.4,0,1008.4,220,2.1,3,19,3,5,4.97
449,3,Lodging/residential,18340,1900,3,5.6,2,-1.1,0,1014.1,0,0,8,15,1,4,16.69
117,1,Education,15489,2004,4,5.1,2,2.5,0,1020,140,4.6,0,22,1,4,29
769,6,Education,77263,1970,3,13.9,0,10,0,1014.9,70,2.1,13,13,3,6,90.9
406,3,Entertainment/public assembly,2347,1970,3,21.7,8,12.8,0,1013.6,230,4.6,6,11,3,4,6.18
868,8,Public services,60000,1970,1,10.6,2,-5.6,0,1024,310,4.1,15,10,2,2,108.333
937,9,Lodging/residential,10346,1970,3,14.4,0,8.9,0,1011.4,0,0,14,14,3,0,11.5
785,6,Education,250000,1970,3,-4.4,2,-15.6,-1,1031.8,160,2.6,2,15,2,0,939.925
861,8,Other,4276,1970,1,25,4,18.3,0,1016.5,0,0,16,14,4,3,12.5
147,1,Office,82548,1977,7,-3.3,0,-4.2,0,1020.7,290,1,8,20,1,2,214.275
82,0,Office,10743,1974,3,25.6,8,14.4,0,1017.9,260,1.5,0,13,4,2,0
831,8,Entertainment/public assembly,4065,1970,1,25.6,2,16.1,-1,1018.2,60,8.8,19,16,4,5,17.2083
1231,14,Education,13220,1970,3,-3.3,9,-5.6,-1,1003.2,20,8.8,23,23,1,5,10.8
27,0,Lodging/residential,59200,1999,3,22.2,2,21.1,0,1016.7,270,2.1,10,29,3,1,0
1159,13,Office,671507,1970,3,-18.9,0,-24.4,0,1039.7,310,4.6,7,13,2,5,1057.73
1067,12,Education,125701,1970,3,0.2,4,-2,0,1019.6,300,3,20,24,2,2,312.295
512,3,Lodging/residential,5000,2010,3,24.4,2,8.9,0,1016.9,20,7.2,22,19,4,1,1.96
273,2,Office,140345,1970,3,25,6,2.8,0,1011.5,260,6.2,0,15,3,1,126.02
499,3,Education,376507,2011,3,20.6,6,17.8,0,1016,0,0,9,30,5,0,0.1
1060,12,Entertainment/public assembly,71806,1970,3,4.4,8,1,0,1013.4,40,4,9,27,2,5,27.5175
1218,13,Entertainment/public assembly,268480,1970,3,-8.9,2,-14.4,-1,1016.5,320,8.2,23,8,2,0,238.873
78,0,Education,76257,2007,3,20.6,2,18.3,0,1015.8,40,3.6,3,15,4,4,0
133,1,Lodging/residential,64723,1960,8,11.9,2,0.2,0,1020.7,360,2.6,12,14,5,5,62.2
1074,13,Office,89858,1970,3,8.3,0,-1.7,0,1021.7,0,0,23,10,3,3,39.713
699,5,Education,93764,1945,3,14,2,12,0,1016.4,110,4.1,23,7,5,5,19
0,0,Education,7432,2008,3,27.8,2,20.6,-1,1016,90,6.2,22,29,5,6,175.418
730,5,Education,126045,1966,4,6,2,4,0,1016.4,250,9.8,7,7,2,6,34.4
289,2,Entertainment/public assembly,9666,2005,3,18.9,2,-10.6,0,1025.6,70,8.2,19,6,2,5,9.91
322,3,Education,37083,1908,3,7.2,2,-1.1,0,1026.8,80,3.1,14,26,3,5,24.73
853,8,Entertainment/public assembly,26495,1970,1,13.3,0,11.7,0,1017.6,220,1.5,10,8,5,6,0.2083
864,8,Public services,16584,1970,1,26.7,6,19.4,0,1014.2,210,2.6,0,31,5,1,95.6796
587,4,Technology/science,53234,1942,5,16.7,2,11.1,0,1019.5,230,5.7,5,3,3,3,93.5
615,4,Education,153700,1990,7,16.1,2,8.9,0,1020,270,5.7,21,3,4,6,772.749
549,3,Public services,12754,1968,3,-1.1,2,-16.1,0,1019.5,320,3.6,22,13,1,2,32.05
774,6,Lodging/residential,93500,1970,3,28.9,0,12.8,0,1020.2,200,3.6,19,25,5,2,66.7833
1248,14,Office,78002,1970,3,-2.2,4,-10.6,0,1023.9,340,2.6,3,22,1,4,68
1219,13,Office,91316,1970,3,-5.6,2,-8.3,-1,1003,330,5.1,13,15,1,4,221
875,9,Lodging/residential,177708,1970,3,22.2,0,18.3,0,1015.8,120,2.1,5,21,5,5,121
672,5,Manufacturing/industrial,6329,1919,2,8,2,6,0,1016.4,290,1.5,13,6,1,2,11.82
467,3,Public services,47439,1970,3,5.6,2,4.4,-1,1016.4,30,3.6,11,24,2,2,116.29
761,6,Entertainment/public assembly,52534,1970,3,12.8,0,0.6,0,1012.2,180,5.1,13,4,4,0,3.4458
38,0,Office,12769,2013,3,20,2,8.3,0,1020.1,150,2.6,0,1,3,1,0
642,4,Education,30401,1970,4,14.4,2,8.9,-1,1020.6,170,10.8,20,12,3,5,13
585,4,Public services,132394,1949,7,16.7,2,12.2,0,1018.9,170,5.7,5,10,3,3,173.25
590,4,Education,8516,1920,2,15.6,2,2.2,0,1018.7,120,3.1,17,23,2,1,1.5
910,9,Office,60096,1970,3,17.8,2,13.3,0,1006.7,170,2.1,20,8,1,4,71
171,2,Office,131797,1968,3,10,6,0.6,0,1014.9,90,2.6,18,15,1,4,83.01
238,2,Office,45017,1970,3,30.6,6,-4.4,0,1014.1,230,3.6,0,2,3,2,117.54
1001,10,Other,4482,1970,1,13.9,4,-1.7,0,1008.2,210,3.1,22,13,3,6,3
544,3,Public services,110800,1972,3,15,6,13.3,0,1013.8,210,2.6,9,24,5,1,41.29
653,4,Education,420885,1930,8,12.2,2,8.9,0,1025.8,0,0,2,12,1,1,586.777
994,9,Education,108392,1970,3,14.4,4,13.3,3,1013.7,180,1.5,15,21,1,3,124
850,8,Public services,28590,1970,1,22.2,2,7.8,0,1027.4,100,5.7,20,19,2,4,101.667
1403,15,Lodging/residential,78438,2004,3,11.1,2,7.2,-1,1001.4,160,3.1,7,8,5,6,64.9
1199,13,Warehouse/storage,10559,1970,3,-3.3,2,-5,-1,1007.3,360,7.7,4,3,2,2,19.953
648,4,Education,154706,2009,11,11.7,0,8.3,0,1014.3,0,0,12,17,3,3,977.25
539,3,Entertainment/public assembly,1473,1970,3,9.4,4,-2.2,0,1002.4,310,11.8,23,10,1,6,5.28
919,9,Education,31233,1970,3,15.6,0,8.9,0,1023,0,0,14,5,4,1,45
1084,13,Office,122922,1970,3,12.2,2,10.6,-1,1002.5,60,5.7,5,25,4,0,240.231
60,0,Education,81576,1997,3,11.1,4,10,0,1024.9,350,2.6,10,20,2,5,0
14,0,Education,86250,2013,3,25.6,2,15.6,0,1011.8,300,5.1,1,23,5,0,262.786
1002,10,Entertainment/public assembly,161969,1970,1,-7.2,0,-10.6,0,1033.7,170,3.6,8,28,1,3,180
1032,11,Education,127632,1970,3,-1.1,2,-12.9,0,1016.2,340,4.1,0,19,3,5,211.5
1241,14,Healthcare,194188,1970,3,5,0,-5,0,1018.6,300,4.1,17,27,1,2,659.809
90,0,Lodging/residential,59200,1999,3,21.1,2,19.4,0,1018.6,110,1.5,13,26,3,5,0
559,3,Education,48994,2015,3,11.1,2,8.9,0,1012.9,20,5.1,20,14,3,0,13.03
1396,15,Lodging/residential,96336,1913,3,-10.6,0,-13.3,0,1027.5,80,2.6,8,6,4,2,24.775
960,9,Education,56137,1970,3,15.6,0,12.2,0,1021.4,170,2.6,7,6,3,6,37
984,9,Services,214252,1970,3,15.6,2,14.4,0,1007.3,10,3.1,1,10,3,3,59
161,2,Education,11329,1970,3,16.7,2,8.9,0,1005.5,100,1.5,8,1,5,6,4.87
413,3,Warehouse/storage,14839,2005,3,21.1,8,12.2,0,1019.7,200,4.1,15,10,3,3,6.72
414,3,Entertainment/public assembly,36387,1970,3,12.2,8,8.9,0,1004.2,40,5.7,18,5,5,3,52.92
333,3,Education,59900,1962,3,20,4,12.8,0,1008.8,140,4.6,16,16,3,2,60.66
405,3,Education,82200,1916,3,10,2,1.1,0,1011.5,190,5.7,10,4,4,0,52.29
701,5,Education,128682,1966,4,8,2,6,0,1016.4,240,4.6,2,6,4,2,21.3
253,2,Education,65907,1964,3,24.4,0,-0.6,0,1009.9,200,2.6,7,22,5,6,82.27
211,2,Education,48411,1970,3,29.4,0,-7.2,0,1010.8,270,2.6,23,27,2,5,153.66
258,2,Education,71224,1970,3,18.3,2,15,0,1012.2,100,3.1,15,8,4,4,74.44
1171,13,Manufacturing/industrial,56851,1970,3,15,2,-0.6,0,1015.2,340,5.1,14,7,5,5,132.312
262,2,Entertainment/public assembly,20804,1999,3,8.3,0,-5,0,1026.7,180,2.1,10,6,2,5,12.79
700,5,Education,11464,1976,1,3,0,-2,0,1016.4,40,3.6,1,24,2,2,1.7
1286,14,Healthcare,205472,1970,3,30,0,18.3,0,1018.1,210,5.1,23,28,5,5,347.98
54,0,Education,7867,2011,3,27.2,2,19.4,0,1016.7,0,0,23,20,5,4,513.285
149,1,Office,81881,1960,8,11,2,2.5,0,1021.6,320,4.1,16,21,3,0,135.055
1411,15,Education,9111,1958,3,6.1,2,5,0,1021.1,0,0,6,30,4,5,8.2
416,3,Public services,7079,1970,3,17.2,4,8.9,0,1018.4,180,4.6,3,10,3,3,5.15
668,5,Entertainment/public assembly,47275,1976,2,9,2,8,0,1016.4,260,7.2,2,23,1,5,28.8
1396,15,Lodging/residential,96336,1913,3,0.6,2,-5,-1,1016.3,250,4.6,10,27,1,2,24.45
509,3,Other,10578,1970,3,13.3,0,-0.6,0,1009.4,200,7.2,4,29,2,0,78.01
1277,14,Office,45240,1970,3,16.1,0,-1.7,0,1018.2,290,8.2,18,16,5,0,127.129
550,3,Public services,16000,2014,3,1.7,2,-2.2,0,1009.7,280,2.6,3,18,1,0,64.86
220,2,Education,122592,1971,3,17.8,2,10,0,1016.2,240,2.6,15,12,4,1,291.24
815,8,Entertainment/public assembly,666,1970,1,7.8,0,3.9,0,1023.4,0,0,4,12,1,1,0.4167
1079,13,Education,14185,1970,3,-4.4,2,-7.2,0,1029,20,1.5,17,21,1,3,19.26
1428,15,Education,28432,1933,3,-3.3,0,-4.4,0,1015.2,0,0,9,27,4,2,63.4
1024,10,Education,53855,1970,2,-3.9,0,-5.6,0,1029.9,0,0,3,26,1,1,10.3999
1289,14,Education,194441,1970,3,7.2,2,-1.7,0,1017.4,10,3.1,2,5,2,4,722.371
1140,13,Education,156483,1970,3,-12.8,6,-20,0,1022,180,2.1,18,10,2,2,553.034
560,3,Office,340000,2010,3,18.3,8,11.7,0,1006.9,180,6.7,6,25,3,4,910.4
231,2,Education,33739,1939,3,18.3,0,-8.9,0,1017.1,330,10.8,17,23,3,2,59.34
1274,14,Office,17077,1970,3,9.4,2,1.7,0,1016.4,320,4.1,17,4,2,3,87
670,5,Healthcare,18471,1966,1,13,0,10,0,1016.4,80,4.1,7,7,5,5,13.8
636,4,Education,6564,1909,3,18.3,2,10.6,0,1010.5,290,3.6,4,28,5,5,0.0775
899,9,Education,225014,1970,3,32.8,0,6.7,0,1007.4,270,3.1,20,15,3,1,178
242,2,Parking,157113,1987,3,23.3,0,-5,0,1007.2,300,1.5,10,23,5,0,6.35
1317,14,Entertainment/public assembly,180806,1970,3,3.9,2,2.8,5,1016.1,70,6.2,10,24,2,2,365.25
336,3,Education,43000,1923,3,13.3,8,10,0,1012.7,80,2.1,21,27,4,2,18.06
452,3,Education,155100,1931,3,10.6,8,8.9,-1,1016.1,60,5.1,0,14,3,0,78.32
835,8,Entertainment/public assembly,17220,1970,1,30,2,19.4,0,1018,180,2.6,20,26,3,5,34.625
1286,14,Healthcare,205472,1970,3,-9.4,0,-17.2,0,1018.9,280,5.1,12,19,1,1,332.29
1190,13,Office,39807,1970,3,9.4,2,3.9,0,1016.4,80,3.1,21,26,3,5,21.974
846,8,Entertainment/public assembly,481,1970,1,27.2,2,11.7,0,1012.7,270,4.6,23,18,3,4,0.4583
345,3,Lodging/residential,7250,1970,3,15,6,0,0,1023.3,160,5.7,3,21,4,3,0.88
132,1,Lodging/residential,83108,1995,8,7.6,2,7.4,0,1006.8,150,3.1,6,3,4,6,31.4
1193,13,Office,106511,1970,3,25.6,6,3.3,0,1020.6,170,7.2,0,17,4,6,49.676
1135,13,Education,150393,1970,3,-1.1,4,-8.3,0,1003.6,310,12.9,11,2,4,5,285.328
1137,13,Office,27452,1970,3,12.2,6,2.8,0,1000.8,190,4.1,0,28,2,6,9
22,0,Education,3569,1996,3,30.6,4,12.8,0,1019.6,150,4.1,21,10,5,1,0
253,2,Education,65907,1964,3,16.7,0,6.1,0,1012.8,220,1.5,12,2,5,0,100.35
1417,15,Lodging/residential,40451,1975,3,13.3,2,8.3,0,1010.8,310,3.6,2,14,5,5,57.675
1320,14,Entertainment/public assembly,34565,1970,3,10.6,0,0,0,1014.6,230,3.6,16,20,2,5,137.689
1407,15,Lodging/residential,83141,2006,3,11.7,2,2.2,0,1009,170,4.6,14,31,3,3,68.425
919,9,Education,31233,1970,3,10,2,2.8,0,1012.7,330,7.2,1,24,2,2,18
1443,15,Education,40311,1913,3,8.3,2,8.3,0,1014.8,170,2.1,8,2,5,0,84.125
747,6,Education,30531,1970,3,5.6,0,-9.4,0,1014.8,320,5.1,20,2,3,2,32.5333
1386,15,Entertainment/public assembly,82035,1975,3,0.6,2,-0.6,2,997.6,300,2.6,0,3,4,6,76.35
141,1,Office,44789,1919,5,17.5,0,8.5,0,1006.9,60,4.1,1,9,5,0,61.2117
1445,15,Education,4298,1970,3,5,2,2.8,0,1018.4,160,7.2,16,9,1,5,5.35
631,4,Education,23533,1906,3,10.6,2,7.2,0,1026.7,90,2.6,10,27,1,2,14.81
690,5,Office,19429,1945,2,8,2,6,0,1016.4,60,1.5,2,13,3,6,8
614,4,Lodging/residential,185200,1930,8,10.6,2,6.1,0,1019.4,210,1.5,21,8,1,4,136.5
815,8,Entertainment/public assembly,666,1970,1,21.1,6,18.3,0,1015.7,200,2.6,6,14,3,0,0.3333
1061,12,Retail,44218,1970,3,4.6,7,2.6,0,995.2,140,5,5,6,2,5,23.8175
1195,13,Office,16472,1970,3,21.7,4,-1.1,0,1011.3,0,0,19,8,5,6,12.494
1315,14,Entertainment/public assembly,82789,1970,3,4.4,2,-2.8,0,1018.4,300,2.6,6,1,1,4,22.02
399,3,Education,180000,1939,3,17.2,2,10.6,0,1020.8,180,2.6,5,21,5,5,76.17
1118,13,Services,26926,1970,3,5,2,0,0,1011.5,260,3.6,19,7,4,3,15.957
413,3,Warehouse/storage,14839,2005,3,6.1,2,4.4,0,1020.6,30,1.5,5,9,1,5,8.26
942,9,Lodging/residential,57334,1970,3,20.6,2,18.9,-1,1008.6,40,3.6,17,27,5,4,40
719,5,Education,28363,1919,2,4,2,3,0,1016.4,290,13.4,5,28,3,0,4.9
1228,14,Office,162549,1970,3,9.4,2,8.3,0,1007.8,90,2.6,4,7,5,5,72.4056
1221,13,Office,29062,1970,3,1.1,2,-3.3,0,1013.6,50,6.7,11,23,3,2,0
778,6,Entertainment/public assembly,108339,1970,3,10,2,-1.7,0,1016.1,200,3.1,11,23,3,2,367.633
1042,12,Office,29547,1970,3,7.2,8,7,0,998.9,230,3,8,31,1,6,52.1725
665,5,Entertainment/public assembly,8773,1966,1,10,2,9,0,1016.4,270,2.6,1,22,5,6,2.26
1213,13,Warehouse/storage,39464,1970,3,11.7,2,5.6,0,1007.2,130,5.1,21,13,3,6,22.612
620,4,Education,220703,2011,9,7.8,4,-4.4,0,1020.1,30,4.1,1,2,1,5,1042.14
1039,12,Education,30171,1970,3,7.6,3,3.2,0,1023.9,0,0,23,14,5,5,19.27
585,4,Public services,132394,1949,7,11.1,2,11.1,48,1003.1,180,2.1,13,5,1,1,253.25
634,4,Education,4000,1910,4,6.7,0,-2.2,0,1020.8,350,3.6,15,1,2,0,0.58
103,0,Education,21657,2016,3,23.3,2,19.4,0,1017.1,200,4.1,14,14,3,0,0
367,3,Entertainment/public assembly,20584,1970,3,22.8,4,19.4,0,1018.9,180,4.6,7,28,5,5,73.45
36,0,Lodging/residential,53130,2002,3,16.1,2,12.8,0,1020.2,90,1.5,7,24,3,3,0
299,3,Education,356000,2014,3,18.3,2,13.9,8,1008.2,320,3.6,16,25,3,4,252.9
497,3,Public services,7732,1970,3,0.6,2,0,0,1015.1,190,2.6,11,17,2,2,13.24
1250,14,Education,232139,1970,3,9.4,2,7.8,0,1010.8,160,4.6,11,16,2,1,573.684
1369,15,Entertainment/public assembly,53194,1953,3,24.4,4,13.3,0,1016.2,310,4.1,17,31,5,1,13.375
673,5,Entertainment/public assembly,36307,1976,2,8,2,4,0,1016.4,250,2.1,10,21,3,0,6.42
796,7,Education,226042,1965,2,-7.6,2,-16.6,0,1017.3,60,3.1,4,4,4,0,423.15
277,2,Education,12761,1909,3,23.3,2,-3.3,0,1007.2,250,6.2,2,23,3,2,48.24
716,5,Education,37265,1919,3,7,2,1,0,1016.4,10,5.7,11,5,3,5,2.7
118,1,Education,138316,1960,8,10.3,2,8.2,0,1006.2,180,2.1,22,14,4,3,242.4
1,0,Education,2720,2004,3,7.8,6,6.7,0,1021.8,230,2.1,12,30,1,5,21.0229
849,8,Public services,6448,1970,1,23.9,4,13.9,0,1024.9,90,6.2,15,11,4,0,0.7917
446,3,Public services,43992,1970,3,12.8,4,10,0,1010.3,20,1.5,13,16,3,2,200.91
1053,12,Office,21582,1970,3,7.2,8,4.6,0,1006.4,70,9,0,11,4,0,11.1175
796,7,Education,226042,1965,2,1.7,2,-3.5,0,1017.5,290,3.6,20,4,2,3,443.87
232,2,Entertainment/public assembly,24345,1981,3,27.8,2,-5,0,1014.1,150,2.1,20,28,2,6,97.85
173,2,Education,90903,1970,3,23.3,2,-4.4,0,1006.8,110,2.6,14,31,5,1,108.29
507,3,Education,61151,1970,3,17.2,2,14.4,0,1014.6,110,2.1,14,23,5,0,97.41
156,2,Public services,43681,2007,3,15.6,0,-3.9,0,1020.8,70,5.1,14,9,2,1,153.51
1057,12,Education,26372,1970,4,12,7,10.2,0,1016.3,200,5,22,23,1,5,63.495
1416,15,Lodging/residential,41236,1975,3,11.1,2,5,0,1022.3,170,3.1,0,1,5,6,25.525
106,1,Education,5374,1970,4,15.8,2,3.4,0,1021,340,1.5,18,15,5,6,0.7492
1336,15,Office,31053,1915,3,20.6,0,18.3,0,1016.5,60,1.5,1,28,5,5,43.275
329,3,Entertainment/public assembly,3133,1970,3,16.7,2,0.6,0,1010.3,350,4.6,23,17,3,3,0.64
330,3,Education,65000,1970,3,20.6,4,13.3,0,1007.8,210,4.6,7,26,4,1,93.7
32,0,Office,48392,2005,3,10,4,-1.7,0,1020.1,340,6.7,12,21,3,0,0
169,2,Education,179559,2006,3,19.4,2,12.2,0,1011.8,80,1.5,10,9,4,5,542.37
613,4,Entertainment/public assembly,1305,1995,1,13.3,2,10,0,1015.7,0,0,15,10,5,1,1.26
806,8,Other,28693,1970,2,20,2,7.8,0,1027.1,20,5.1,16,18,2,3,8.0833
1098,13,Office,131745,1970,3,20,2,16.7,-1,1011.1,90,5.7,17,25,5,2,163.264
498,3,Entertainment/public assembly,14842,1970,3,3.9,2,3.3,2,1016.4,290,5.7,14,9,4,5,22.25
1128,13,Office,58703,1970,3,12.8,2,10.6,0,1015.1,140,3.6,20,11,5,2,73.633
1100,13,Lodging/residential,174924,1970,3,12.8,2,-0.6,0,1021.3,170,5.7,16,29,3,1,217
768,6,Education,75929,1970,3,12.2,2,11.1,0,991.3,230,1.5,1,25,2,3,472.9
